Code,SELHIS,Available
FFM2601203,ICB23-0160-6510SBR-6505SBR-6589SBR,46
FFM2601204,ICB23-0160-6510SBR-6509SBR-6602SBR,210
FFM2601205,ICB23-0160-6510SBR-6512SBR-6608SBR,115
FFM2601206,ICB23-0160-6512SBR-6514SBR-6616SBR,56
FFM2601207,ICB23-0160-6510SBR-6507SBR-6597SBR,38
FFM2601208,ICB23-0160-6510SBR-6506SBR-6590SBR,120
FFM2601209,ICB23-0370-7686SBR-7668SBR-11085SBR,60
FFM2601210,ICB23-0370-7680SBR-7661SBR-8817SBR,35
FFM2601211,ICB23-0370-7686SBR-7668SBR-11087SBR,48
FFM2601212,ICB23-0370-7673SBR-7652SBR-8807SBR,106
FFM2601213,ICB23-0370-7684SBR-7667SBR-11083SBR,74
FFM2601214,ICB23-0370-7684SBR-7667SBR-11084SBR,46
FFM2601215,ICB23-0370-7684SBR-7667SBR-11080SBR,78
FFM2601216,ICB23-0370-7686SBR-7668SBR-11090SBR,52
FFM2601217,ICB23-0370-7674SBR-7653SBR-8808SBR,99
FFM2601218,ICB23-0370-7678SBR-7658SBR-8811SBR,38
FFM2601219,ICB23-0161-6525SBR-6526SBR-6635SBR,185
FFM2601220,ICB23-0161-6529SBR-6532SBR-6647SBR,65
FFM2601221,ICB23-0161-6524SBR-6523SBR-6625SBR,70
FFM2601222,ICB23-0161-6529SBR-6533SBR-6649SBR,100
FFM2601223,ICB23-0161-6530SBR-6536SBR-6656SBR,289
FFM2601224,ICB23-0161-6524SBR-6524SBR-6627SBR,270
FFM2601225,ICB23-0161-6525SBR-6527SBR-6636SBR,188
FFM2601226,ICB23-0161-6530SBR-6535SBR-6654SBR,158
FFM2601227,ICB23-0155-6421SBR-6420SBR-6477SBR,96
FFM2601228,ICB23-0155-6415SBR-6416SBR-6464SBR,112
FFM2601229,ICB23-0155-6414SBR-6414SBR-6452SBR,38
FFM2601230,ICB23-0155-6414SBR-6414SBR-6453SBR,70
FFM2601231,ICB23-0155-6415SBR-6415SBR-6457SBR,135
FFM2601232,ICB23-0155-6414SBR-6414SBR-6456SBR,110
FFM2601233,ICB23-0155-6415SBR-6415SBR-6459SBR,104
FFM2601234,ICB23-0155-6420SBR-6419SBR-6471SBR,145
FFM2601235,ICB23-0155-6429SBR-6428SBR-6484SBR,198
FFM2601236,ICB23-0155-6432SBR-6432SBR-6491SBR,35
FFM2601237,ICB23-0155-6421SBR-6420SBR-6478SBR,95
FFM2601238,ICB23-0155-6425SBR-6426SBR-6481SBR,130
FFM2601239,ICB23-0155-6418SBR-6417SBR-6469SBR,39
FFM2601240,ICB23-0155-6415SBR-6415SBR-6458SBR,130
FFM2601241,ICB23-0368-7631SBR-7610SBR-8727SBR,75
FFM2601242,ICB23-0368-7644SBR-7623SBR-8738SBR,56
FFM2601243,ICB23-0368-7631SBR-7610SBR-8723SBR,80
FFM2601244,ICB23-0368-7650SBR-7629SBR-8754SBR,72
FFM2601245,ICB23-0368-7644SBR-7623SBR-8741SBR,56
FFM2601246,ICB23-0368-7644SBR-7623SBR-8740SBR,72
FFM2601247,ICB23-0368-7631SBR-7610SBR-8726SBR,64
FFM2601248,ICB23-0368-7650SBR-7629SBR-8755SBR,92
FFM2601249,ICB23-0368-7631SBR-7610SBR-8725SBR,100
FFM2601250,ICB23-0368-7642SBR-7621SBR-8728SBR,127
FFM2601251,ICB23-0368-7631SBR-7610SBR-8724SBR,83
FFM2601252,ICB23-0366-7597SBR-7576SBR-8659SBR,37
FFM2601253,ICB23-0366-7596SBR-7575SBR-8654SBR,44
FFM2601254,ICB23-0366-7596SBR-7575SBR-8653SBR,38
FFM2601255,ICB23-0366-7598SBR-7577SBR-8663SBR,60
FFM2601256,ICB23-0366-7592SBR-7571SBR-8648SBR,48
FFM2601257,ICB23-0366-7597SBR-7576SBR-8658SBR,52
FFM2601258,ICB23-0366-7590SBR-7569SBR-8643SBR,65
FFM2601259,ICB23-0366-7606SBR-7585SBR-8683SBR,122
FFM2601260,ICB23-0366-7597SBR-7576SBR-8657SBR,72
FFM2601261,ICB23-0366-7605SBR-7584SBR-8680SBR,95
FFM2601262,ICB23-0366-7602SBR-7581SBR-8666SBR,65
FFM2601263,ICB23-0162-6542SBR-6541SBR-6668SBR,244
FFM2601264,ICB23-0162-6545SBR-6543SBR-6672SBR,150
FFM2601265,ICB23-0162-6552SBR-6552SBR-6689SBR,167
FFM2601266,ICB23-0162-6541SBR-6539SBR-6660SBR,233
FFM2601267,ICB23-0162-6550SBR-6548SBR-6677SBR,82
FFM2601268,ICB23-0162-6554SBR-6554SBR-6695SBR,160
FFM2601269,ICB23-0162-6554SBR-6555SBR-6701SBR,153
FFM2601270,ICB23-0162-6551SBR-6551SBR-6686SBR,163
FFM2601271,ICB23-0162-6542SBR-6541SBR-6666SBR,204
FFM2601272,ICB23-0291-3375SBR-3157SBR-13141SBR,135
FFM2601273,ICB23-0291-3377SBR-3159SBR-13146SBR,210
FFM2601274,ICB23-0291-3381SBR-3166SBR-13155SBR,110
FFM2601275,ICB23-0291-3362SBR-3147SBR-13125SBR,129
FFM2601276,ICB23-0291-3378SBR-3164SBR-13150SBR,155
FFM2601277,ICB23-0295-3444SBR-3208SBR-13229SBR,168
FFM2601278,ICB23-0295-3425SBR-3192SBR-13203SBR,135
FFM2601279,ICB23-0295-3430SBR-3199SBR-13217SBR,330
FFM2601280,ICB23-0295-3426SBR-3194SBR-13207SBR,42
FFM2601281,ICB23-0295-3426SBR-3193SBR-13205SBR,123
FFM2601282,ICB23-0295-3424SBR-3188SBR-13194SBR,156
FFM2601283,ICB23-0295-3444SBR-3208SBR-13228SBR,164
FFM2601284,ICB23-0295-3425SBR-3192SBR-13202SBR,150
FFM2601285,ICB23-0295-3425SBR-3191SBR-13201SBR,140
FFM2601286,ICB23-0295-3424SBR-3189SBR-13196SBR,67
FFM2601287,ICB23-0295-3425SBR-3190SBR-13199SBR,122
FFM2601288,ICB23-0295-3429SBR-3197SBR-13213SBR,102
FFM2601289,ICB23-0292-3386SBR-3170SBR-13164SBR,45
FFM2601290,ICB23-0292-3386SBR-3170SBR-13166SBR,130
FFM2601291,ICB23-0292-3386SBR-3170SBR-13165SBR,67
FFM2601292,ICB23-0325-4063SBR-3813SBR-14200SBR,136
FFM2601293,ICB23-0325-4063SBR-3813SBR-14202SBR,56
FFM2601294,ICB23-0327-4116SBR-3863SBR-14266SBR,60
FFM2601295,ICB23-0327-4110SBR-3852SBR-14247SBR,165
FFM2601296,ICB23-0327-4103SBR-3845SBR-14239SBR,110
FFM2601297,ICB23-0327-4107SBR-3851SBR-14245SBR,167
FFM2601298,ICB23-0327-4103SBR-3845SBR-14240SBR,110
FFM2601299,ICB23-0327-4116SBR-3862SBR-14261SBR,60
FFM2601300,ICB23-0327-4111SBR-3859SBR-14252SBR,75
FFM2601301,ICB23-0327-4116SBR-3861SBR-14260SBR,54
FFM2601302,ICB23-0327-4111SBR-3859SBR-14253SBR,175
FFM2601303,ICB23-0327-4103SBR-3845SBR-14241SBR,70
FFM2601304,ICB23-0327-4107SBR-3851SBR-14246SBR,123
FFM2601305,ICB23-0327-4111SBR-3859SBR-14254SBR,138
FFM2601306,ICB23-0327-4110SBR-3852SBR-14249SBR,140
FFM2601307,ICB23-0326-4090SBR-3833SBR-14229SBR,62
FFM2601308,ICB23-0326-4079SBR-3825SBR-14223SBR,55
FFM2601309,ICB23-0326-4079SBR-3825SBR-14224SBR,110
FFM2601310,ICB23-0326-4090SBR-3835SBR-14232SBR,106
FFM2601311,ICB23-0326-4077SBR-3824SBR-14222SBR,118
FFM2601312,ICB23-0326-4079SBR-3826SBR-14225SBR,175
FFM2601313,ICB23-0326-4090SBR-3836SBR-14234SBR,116
FFM2601314,ICB23-0326-4090SBR-3835SBR-14233SBR,146
FFM2601315,ICB23-0326-4077SBR-3822SBR-14217SBR,170
FFM2601316,ICB23-0326-4090SBR-3837SBR-14236SBR,99
FFM2601317,ICB23-0326-4090SBR-3830SBR-14228SBR,130
FFM2601318,ICB23-0326-4090SBR-3833SBR-14230SBR,55
FFM2601319,ICB23-0326-4077SBR-3823SBR-14221SBR,102
FFM2601320,ICB23-0326-4088SBR-3829SBR-14226SBR,105
FFM2601321,ICB23-0247-8832SBR-8832SBR-8869SBR,75
FFM2601322,ICB23-0247-8827SBR-8827SBR-8834SBR,110
FFM2601323,ICB23-0247-8832SBR-8831SBR-8859SBR,85
FFM2601324,ICB23-0247-8831SBR-8830SBR-8850SBR,128
FFM2601325,ICB23-0247-8831SBR-8828SBR-8838SBR,95
FFM2601326,ICB23-0247-8823SBR-8824SBR-8828SBR,116
FFM2601327,ICB23-0247-8821SBR-8822SBR-8824SBR,230
FFM2601328,ICB23-0247-8822SBR-8823SBR-8825SBR,92
FFM2601329,ICB23-0247-8821SBR-8821SBR-8821SBR,112
FFM2601330,ICB23-0247-8823SBR-8825SBR-8830SBR,140
FFM2601331,ICB23-0247-8831SBR-8829SBR-8844SBR,110
FFM2601332,ICB23-0382-7939SBR-7875SBR-11481SBR,155
FFM2601333,ICB23-0382-7940SBR-7879SBR-11492SBR,122
FFM2601334,ICB23-0382-7931SBR-7868SBR-11472SBR,135
FFM2601335,ICB23-0382-7940SBR-7878SBR-11489SBR,160
FFM2601336,ICB23-0382-7942SBR-7880SBR-11501SBR,100
FFM2601337,ICB23-0382-7938SBR-7874SBR-11479SBR,140
FFM2601338,ICB23-0382-7931SBR-7868SBR-11471SBR,60
FFM2601339,ICB23-0382-7940SBR-7878SBR-11488SBR,140
FFM2601340,ICB23-0382-7931SBR-7868SBR-11469SBR,102
FFM2601341,ICB23-0382-7940SBR-7878SBR-11490SBR,133
FFM2601342,ICB23-0382-7926SBR-7863SBR-11468SBR,185
FFM2601343,ICB23-0382-7939SBR-7875SBR-11485SBR,128
FFM2601344,ICB23-0382-7938SBR-7874SBR-11476SBR,92
FFM2601345,ICB23-0382-7939SBR-7875SBR-11484SBR,65
FFM2601346,ICB23-0387-8017SBR-7965SBR-11665SBR,92
FFM2601347,ICB23-0387-8014SBR-7952SBR-11637SBR,95
FFM2601348,ICB23-0387-8014SBR-7952SBR-11632SBR,44
FFM2601349,ICB23-0387-8014SBR-7952SBR-11631SBR,115
FFM2601350,ICB23-0387-8016SBR-7961SBR-11655SBR,54
FFM2601351,ICB23-0387-8018SBR-7966SBR-11667SBR,120
FFM2601352,ICB23-0387-8017SBR-7965SBR-11663SBR,132
FFM2601353,ICB23-0387-8017SBR-7965SBR-11664SBR,85
FFM2601354,ICB23-0388-8032SBR-7969SBR-11673SBR,100
FFM2601355,ICB23-0388-8036SBR-7973SBR-11678SBR,164
FFM2601356,ICB23-0388-8048SBR-7986SBR-11708SBR,144
FFM2601357,ICB23-0388-8038SBR-7975SBR-11686SBR,140
FFM2601358,ICB23-0388-8044SBR-7981SBR-11695SBR,194
FFM2601359,ICB23-0388-8050SBR-7987SBR-11709SBR,100
FFM2601360,ICB23-0388-8044SBR-7981SBR-11696SBR,35
FFM2601361,ICB23-0388-8035SBR-7972SBR-11676SBR,146
FFM2601362,ICB23-0388-8031SBR-7968SBR-11670SBR,120
FFM2601363,ICB23-0388-8041SBR-7977SBR-11691SBR,56
FFM2601364,ICB23-0388-8037SBR-7974SBR-11682SBR,178
FFM2601365,ICB23-0388-8045SBR-7983SBR-11702SBR,107
FFM2601366,ICB23-0388-8040SBR-7976SBR-11688SBR,63
FFM2601367,ICB23-0379-7863SBR-7821SBR-11391SBR,38
FFM2601368,ICB23-0379-7880SBR-7836SBR-11410SBR,130
FFM2601369,ICB23-0379-7882SBR-7840SBR-11423SBR,140
FFM2601370,ICB23-0379-7863SBR-7821SBR-11387SBR,52
FFM2601371,ICB23-0379-7873SBR-7831SBR-11397SBR,86
FFM2601372,ICB23-0379-7882SBR-7840SBR-11424SBR,91
FFM2601373,ICB23-0379-7882SBR-7840SBR-11420SBR,168
FFM2601374,ICB23-0379-7882SBR-7840SBR-11422SBR,103
FFM2601375,ICB23-0379-7882SBR-7840SBR-11419SBR,100
FFM2601376,ICB23-0379-7873SBR-7831SBR-11398SBR,145
FFM2601377,ICB23-0379-7882SBR-7840SBR-11421SBR,35
FFM2601378,ICB23-0383-7954SBR-7891SBR-11518SBR,35
FFM2601379,ICB23-0383-7959SBR-7902SBR-11534SBR,75
FFM2601380,ICB23-0383-7955SBR-7892SBR-11527SBR,42
FFM2601381,ICB23-0383-7960SBR-7903SBR-11546SBR,194
FFM2601382,ICB23-0383-7959SBR-7902SBR-11537SBR,152
FFM2601383,ICB23-0383-7959SBR-7902SBR-11539SBR,120
FFM2601384,ICB23-0383-7959SBR-7902SBR-11538SBR,210
FFM2601385,ICB23-0383-7955SBR-7892SBR-11530SBR,130
FFM2601386,ICB23-0385-8002SBR-7937SBR-11618SBR,58
FFM2601387,ICB23-0385-8002SBR-7935SBR-11605SBR,77
FFM2601388,ICB23-0385-8002SBR-7937SBR-11626SBR,62
FFM2601389,ICB23-0384-7974SBR-7909SBR-11554SBR,135
FFM2601390,ICB23-0384-7977SBR-7916SBR-11576SBR,104
FFM2601391,ICB23-0384-7977SBR-7916SBR-11575SBR,62
FFM2601392,ICB23-0384-7974SBR-7909SBR-11555SBR,88
FFM2601393,ICB23-0384-7974SBR-7909SBR-11550SBR,38
FFM2601394,ICB23-0384-7975SBR-7912SBR-11568SBR,98
FFM2601395,ICB23-0380-7901SBR-7858SBR-11450SBR,186
FFM2601396,ICB23-0380-7901SBR-7858SBR-11453SBR,134
FFM2601397,ICB23-0380-7901SBR-7858SBR-11458SBR,120
FFM2601398,ICB23-0380-7901SBR-7858SBR-11456SBR,54
FFM2601399,ICB23-0380-7901SBR-7858SBR-11459SBR,85
FFM2601400,ICB23-0380-7887SBR-7845SBR-11429SBR,66
FFM2601401,ICB23-0380-7901SBR-7858SBR-11460SBR,72
FFM2601402,ICB23-0380-7887SBR-7845SBR-11425SBR,35
FFM2601403,ICB23-0380-7901SBR-7858SBR-11457SBR,133
FFM2601404,ICB23-0380-7901SBR-7858SBR-11454SBR,36
FFM2601405,ICB23-0380-7901SBR-7858SBR-11451SBR,166
FFM2601406,ICB23-0380-7901SBR-7858SBR-11452SBR,85
FFM2601407,ICB23-0184-6997SBR-6995SBR-7559SBR,90
FFM2601408,ICB23-0184-6989SBR-6989SBR-7544SBR,164
FFM2601409,ICB23-0184-7000SBR-6997SBR-7564SBR,140
FFM2601410,ICB23-0184-6989SBR-6988SBR-7543SBR,68
FFM2601411,ICB23-0184-6980SBR-6980SBR-7534SBR,154
FFM2601412,ICB23-0184-6994SBR-6992SBR-7550SBR,116
FFM2601413,ICB23-0184-7000SBR-6999SBR-7570SBR,54
FFM2601414,ICB23-0185-7007SBR-7008SBR-7591SBR,55
FFM2601415,ICB23-0185-7014SBR-7015SBR-7601SBR,60
FFM2601416,ICB23-0185-7015SBR-7016SBR-7602SBR,40
FFM2601417,ICB23-0185-7019SBR-7019SBR-7608SBR,85
FFM2601418,ICB23-0185-7003SBR-7004SBR-7585SBR,140
FFM2601419,ICB23-0185-7019SBR-7020SBR-7613SBR,35
FFM2601420,ICB23-0185-7001SBR-7002SBR-7577SBR,96
FFM2601421,ICB23-0185-7010SBR-7011SBR-7597SBR,85
FFM2601422,ICB23-0185-7002SBR-7003SBR-7580SBR,46
FFM2601423,ICB23-0185-7018SBR-7018SBR-7606SBR,104
FFM2601424,ICB23-0185-7005SBR-7005SBR-7587SBR,48
FFM2601425,ICB23-0185-7008SBR-7009SBR-7593SBR,130
FFM2601426,ICB23-0185-7013SBR-7014SBR-7598SBR,58
FFM2601427,ICB23-0378-7854SBR-7812SBR-11367SBR,56
FFM2601428,ICB23-0378-7853SBR-7810SBR-11362SBR,102
FFM2601429,ICB23-0378-7853SBR-7810SBR-11359SBR,118
FFM2601430,ICB23-0378-7853SBR-7810SBR-11360SBR,105
FFM2601431,ICB23-0378-7858SBR-7816SBR-11373SBR,125
FFM2601432,ICB23-0378-7859SBR-7817SBR-11375SBR,92
FFM2601433,ICB23-0378-7860SBR-7818SBR-11381SBR,63
FFM2601434,ICB23-0378-7860SBR-7818SBR-11382SBR,36
FFM2601435,ICB23-0378-7854SBR-7812SBR-11368SBR,142
FFM2601436,ICB23-0378-7843SBR-7801SBR-11348SBR,180
FFM2601437,ICB23-0215-7550SBR-7551SBR-8627SBR,85
FFM2601438,ICB23-0215-7550SBR-7550SBR-8623SBR,120
FFM2601439,ICB23-0215-7552SBR-7556SBR-8634SBR,74
FFM2601440,ICB23-0215-7552SBR-7556SBR-8633SBR,135
FFM2601441,ICB23-0215-7561SBR-7563SBR-8641SBR,70
FFM2601442,ICB23-0215-7549SBR-7547SBR-8611SBR,96
FFM2601443,ICB23-0215-7550SBR-7550SBR-8625SBR,127
FFM2601444,ICB23-0215-7550SBR-7548SBR-8618SBR,140
FFM2601445,ICB23-0215-7550SBR-7548SBR-8619SBR,114
FFM2601446,ICB23-0215-7549SBR-7547SBR-8610SBR,59
FFM2601447,ICB23-0415-8581SBR-8496SBR-12606SBR,113
FFM2601448,ICB23-0415-8581SBR-8496SBR-12608SBR,104
FFM2601449,ICB23-0415-8581SBR-8496SBR-12605SBR,94
FFM2601450,ICB23-0415-8581SBR-8496SBR-12609SBR,67
FFM2601451,ICB23-0415-8581SBR-8496SBR-12600SBR,137
FFM2601452,ICB23-0418-8622SBR-8538SBR-12650SBR,44
FFM2601453,ICB23-0418-8622SBR-8538SBR-12633SBR,87
FFM2601454,ICB23-0418-8622SBR-8538SBR-12655SBR,112
FFM2601455,ICB23-0418-8622SBR-8538SBR-12647SBR,42
FFM2601456,ICB23-0418-8622SBR-8538SBR-12653SBR,90
FFM2601457,ICB23-0418-8622SBR-8538SBR-12642SBR,55
FFM2601458,ICB23-0418-8622SBR-8538SBR-12652SBR,36
FFM2601459,ICB23-0418-8622SBR-8538SBR-12641SBR,38
FFM2601460,ICB23-0418-8622SBR-8538SBR-12640SBR,40
FFM2601461,ICB23-0418-8622SBR-8538SBR-12635SBR,132
FFM2601462,ICB23-0418-8622SBR-8538SBR-12645SBR,70
FFM2601463,ICB23-0418-8622SBR-8538SBR-12646SBR,35
FFM2601464,ICB23-0212-7501SBR-7502SBR-8514SBR,70
FFM2601465,ICB23-0212-7497SBR-7497SBR-8511SBR,115
FFM2601466,ICB23-0212-7486SBR-7486SBR-8487SBR,42
FFM2601467,ICB23-0212-7485SBR-7485SBR-8481SBR,92
FFM2601468,ICB23-0212-7493SBR-7491SBR-8495SBR,100
FFM2601469,ICB23-0212-7497SBR-7497SBR-8508SBR,231
FFM2601470,ICB23-0212-7497SBR-7494SBR-8499SBR,194
FFM2601471,ICB23-0212-7497SBR-7495SBR-8505SBR,134
FFM2601472,ICB23-0212-7490SBR-7489SBR-8492SBR,160
FFM2601473,ICB23-0212-7490SBR-7489SBR-8488SBR,106
FFM2601474,ICB23-0212-7497SBR-7494SBR-8503SBR,158
FFM2601475,ICB23-0212-7490SBR-7489SBR-8490SBR,80
FFM2601476,ICB23-0413-8542SBR-8457SBR-12516SBR,150
FFM2601477,ICB23-0413-8550SBR-8466SBR-12537SBR,46
FFM2601478,ICB23-0413-8540SBR-8455SBR-12510SBR,58
FFM2601479,ICB23-0413-8542SBR-8457SBR-12520SBR,185
FFM2601480,ICB23-0413-8551SBR-8467SBR-12543SBR,102
FFM2601481,ICB23-0413-8550SBR-8466SBR-12539SBR,108
FFM2601482,ICB23-0413-8553SBR-8469SBR-12548SBR,173
FFM2601483,ICB23-0413-8550SBR-8466SBR-12541SBR,48
FFM2601484,ICB23-0413-8548SBR-8464SBR-12530SBR,40
FFM2601485,ICB23-0413-8551SBR-8467SBR-12544SBR,46
FFM2601486,ICB23-0413-8542SBR-8457SBR-12517SBR,145
FFM2601487,ICB23-0413-8542SBR-8457SBR-12521SBR,245
FFM2601488,ICB23-0413-8551SBR-8467SBR-12545SBR,48
FFM2601489,ICB23-0407-8410SBR-8326SBR-12248SBR,78
FFM2601490,ICB23-0407-8415SBR-8330SBR-12271SBR,236
FFM2601491,ICB23-0407-8416SBR-8331SBR-12273SBR,168
FFM2601492,ICB23-0407-8411SBR-8327SBR-12254SBR,42
FFM2601493,ICB23-0407-8410SBR-8326SBR-12251SBR,70
FFM2601494,ICB23-0407-8411SBR-8327SBR-12255SBR,40
FFM2601495,ICB23-0407-8408SBR-8324SBR-12242SBR,84
FFM2601496,ICB23-0407-8410SBR-8326SBR-12250SBR,115
FFM2601497,ICB23-0407-8410SBR-8326SBR-12249SBR,76
FFM2601498,ICB23-0407-8410SBR-8326SBR-12246SBR,135
FFM2601499,ICB23-0407-8415SBR-8330SBR-12269SBR,130
FFM2601500,ICB23-0410-8491SBR-8407SBR-12422SBR,62
FFM2601501,ICB23-0410-8473SBR-8389SBR-12389SBR,95
FFM2601502,ICB23-0410-8476SBR-8392SBR-12394SBR,175
FFM2601503,ICB23-0410-8479SBR-8395SBR-12399SBR,311
FFM2601504,ICB23-0410-8483SBR-8399SBR-12405SBR,200
FFM2601505,ICB23-0410-8488SBR-8404SBR-12412SBR,210
FFM2601506,ICB23-0410-8490SBR-8406SBR-12417SBR,48
FFM2601507,ICB23-0410-8472SBR-8388SBR-12385SBR,150
FFM2601508,ICB23-0410-8486SBR-8402SBR-12410SBR,133
FFM2601509,ICB23-0410-8475SBR-8391SBR-12392SBR,150
FFM2601510,ICB23-0410-8478SBR-8394SBR-12398SBR,60
FFM2601511,ICB23-0196-7234SBR-7234SBR-8034SBR,140
FFM2601512,ICB23-0196-7239SBR-7238SBR-8042SBR,142
FFM2601513,ICB23-0196-7232SBR-7232SBR-8029SBR,110
FFM2601514,ICB23-0196-7244SBR-7245SBR-8053SBR,86
FFM2601515,ICB23-0196-7233SBR-7233SBR-8030SBR,100
FFM2601516,ICB23-0196-7244SBR-7243SBR-8050SBR,101
FFM2601517,ICB23-0196-7247SBR-7248SBR-8057SBR,94
FFM2601518,ICB23-0196-7235SBR-7235SBR-8036SBR,114
FFM2601519,ICB23-0196-7250SBR-7250SBR-8063SBR,173
FFM2601520,ICB23-0196-7244SBR-7244SBR-8051SBR,187
FFM2601521,ICB23-0408-8443SBR-8360SBR-12309SBR,102
FFM2601522,ICB23-0408-8444SBR-8361SBR-12312SBR,56
FFM2601523,ICB23-0408-8446SBR-8363SBR-12317SBR,44
FFM2601524,ICB23-0408-8438SBR-8355SBR-12300SBR,187
FFM2601525,ICB23-0408-8435SBR-8351SBR-12293SBR,135
FFM2601526,ICB23-0408-8431SBR-8347SBR-12286SBR,81
FFM2601527,ICB23-0408-8435SBR-8351SBR-12294SBR,210
FFM2601528,ICB23-0408-8446SBR-8363SBR-12315SBR,134
FFM2601529,ICB23-0408-8443SBR-8360SBR-12310SBR,160
FFM2601530,ICB23-0408-8429SBR-8345SBR-12281SBR,84
FFM2601531,ICB23-0408-8438SBR-8355SBR-12301SBR,200
FFM2601532,ICB23-0408-8445SBR-8362SBR-12313SBR,176
FFM2601533,ICB23-0408-8437SBR-8354SBR-12298SBR,114
FFM2601534,ICB23-0408-8447SBR-8364SBR-12318SBR,150
FFM2601535,ICB23-0414-8568SBR-8484SBR-12571SBR,95
FFM2601536,ICB23-0414-8557SBR-8473SBR-12553SBR,62
FFM2601537,ICB23-0414-8574SBR-8490SBR-12587SBR,128
FFM2601538,ICB23-0414-8556SBR-8472SBR-12551SBR,103
FFM2601539,ICB23-0414-8562SBR-8479SBR-12561SBR,160
FFM2601540,ICB23-0414-8562SBR-8479SBR-12559SBR,175
FFM2601541,ICB23-0414-8560SBR-8477SBR-12556SBR,101
FFM2601542,ICB23-0414-8556SBR-8472SBR-12550SBR,150
FFM2601543,ICB23-0414-8559SBR-8475SBR-12554SBR,132
FFM2601544,ICB23-0414-8556SBR-8472SBR-12549SBR,168
FFM2601545,ICB23-0414-8570SBR-8486SBR-12576SBR,74
FFM2601546,ICB23-0414-8567SBR-8483SBR-12568SBR,59
FFM2601547,ICB23-0213-7520SBR-7518SBR-8550SBR,135
FFM2601548,ICB23-0213-7516SBR-7514SBR-8535SBR,54
FFM2601549,ICB23-0213-7524SBR-7524SBR-8561SBR,48
FFM2601550,ICB23-0213-7508SBR-7507SBR-8524SBR,114
FFM2601551,ICB23-0213-7516SBR-7514SBR-8537SBR,114
FFM2601552,ICB23-0213-7511SBR-7510SBR-8526SBR,250
FFM2601553,ICB23-0213-7517SBR-7515SBR-8538SBR,148
FFM2601554,ICB23-0213-7524SBR-7524SBR-8562SBR,58
FFM2601555,ICB23-0213-7515SBR-7513SBR-8534SBR,130
FFM2601556,ICB23-0213-7518SBR-7516SBR-8543SBR,85
FFM2601557,ICB23-0213-7508SBR-7507SBR-8523SBR,112
FFM2601558,ICB23-0213-7523SBR-7523SBR-8557SBR,54
FFM2601559,ICB23-0213-7523SBR-7523SBR-8560SBR,127
FFM2601560,ICB23-0213-7520SBR-7518SBR-8549SBR,123
FFM2601561,ICB23-0411-8512SBR-8428SBR-12464SBR,175
FFM2601562,ICB23-0411-8492SBR-8409SBR-12428SBR,72
FFM2601563,ICB23-0411-8495SBR-8414SBR-12436SBR,80
FFM2601564,ICB23-0411-8492SBR-8410SBR-12431SBR,90
FFM2601565,ICB23-0411-8492SBR-8408SBR-12425SBR,196
FFM2601566,ICB23-0411-8500SBR-8419SBR-12442SBR,204
FFM2601567,ICB23-0411-8512SBR-8428SBR-12463SBR,80
FFM2601568,ICB23-0411-8501SBR-8422SBR-12451SBR,40
FFM2601569,ICB23-0409-8454SBR-8371SBR-12339SBR,172
FFM2601570,ICB23-0409-8454SBR-8371SBR-12337SBR,188
FFM2601571,ICB23-0409-8460SBR-8377SBR-12358SBR,185
FFM2601572,ICB23-0409-8454SBR-8371SBR-12338SBR,226
FFM2601573,ICB23-0409-8454SBR-8371SBR-12331SBR,165
FFM2601574,ICB23-0409-8454SBR-8371SBR-12333SBR,175
FFM2601575,ICB23-0409-8454SBR-8371SBR-12332SBR,265
FFM2601576,ICB23-0409-8456SBR-8374SBR-12349SBR,60
FFM2601577,ICB23-0409-8455SBR-8373SBR-12342SBR,214
FFM2601578,ICB23-0409-8456SBR-8374SBR-12346SBR,194
FFM2601579,ICB23-0409-8454SBR-8371SBR-12329SBR,110
FFM2601580,ICB23-0409-8464SBR-8381SBR-12360SBR,180
FFM2601581,ICB23-0409-8456SBR-8374SBR-12347SBR,64
FFM2601582,ICB23-0214-7539SBR-7538SBR-8588SBR,105
FFM2601583,ICB23-0214-7539SBR-7538SBR-8589SBR,122
FFM2601584,ICB23-0214-7531SBR-7531SBR-8574SBR,75
FFM2601585,ICB23-0214-7530SBR-7530SBR-8569SBR,142
FFM2601586,ICB23-0214-7546SBR-7546SBR-8604SBR,57
FFM2601587,ICB23-0214-7539SBR-7538SBR-8587SBR,64
FFM2601588,ICB23-0214-7543SBR-7542SBR-8596SBR,40
FFM2601589,ICB23-0214-7531SBR-7531SBR-8571SBR,85
FFM2601590,ICB23-0214-7540SBR-7539SBR-8592SBR,216
FFM2601591,ICB23-0214-7531SBR-7531SBR-8576SBR,102
FFM2601592,ICB23-0214-7543SBR-7542SBR-8598SBR,164
FFM2601593,ICB23-0209-7447SBR-7448SBR-8425SBR,68
FFM2601594,ICB23-0209-7447SBR-7448SBR-8435SBR,82
FFM2601595,ICB23-0209-7447SBR-7448SBR-8437SBR,85
FFM2601596,ICB23-0209-7447SBR-7448SBR-8420SBR,168
FFM2601597,ICB23-0209-7447SBR-7448SBR-8422SBR,102
FFM2601598,ICB23-0209-7447SBR-7448SBR-8433SBR,48
FFM2601599,ICB23-0209-7447SBR-7448SBR-8431SBR,35
FFM2601600,ICB23-0209-7447SBR-7448SBR-8434SBR,94
FFM2601601,ICB23-0209-7447SBR-7448SBR-8423SBR,52
